round_epochs,loss,acc,val_loss,val_acc,batch_size,dropout,epochs,filters,ker_size,loss,lr,lstm_out_size,optimizer,pool_size,strides,weight_regulizer
100,0.5130186417523552,0.7441176,0.6952109598133662,0.5958904,128,0.2,100,24,24,binary_crossentropy,3.0700000000000003,16,nadam,2,1,None
100,0.4722217314383563,0.7823529,0.7015709738208823,0.63013697,128,0.28,100,16,8,binary_crossentropy,9.01,24,adam,1,2,None
100,0.6343262889805962,0.6764706,0.6901319557673311,0.60273975,128,0.0,100,16,8,binary_crossentropy,6.04,8,adam,1,2,None
100,0.5951922613031724,0.7176471,0.6767104268074036,0.5684931,128,0.32,100,8,8,binary_crossentropy,3.0700000000000003,16,adam,2,2,None
100,0.3320483256788815,0.85882354,0.7808094947305444,0.6369863,16,0.0,100,8,24,binary_crossentropy,2.08,24,nadam,2,2,None
100,0.3928703220451579,0.81764704,0.6768805482616164,0.65753424,64,0.12,100,16,8,binary_crossentropy,4.0600000000000005,16,adam,2,2,None
100,0.5924879410687615,0.7,0.6676132082939148,0.63013697,256,0.32,100,8,24,binary_crossentropy,5.05,8,nadam,2,1,None
100,0.631367783686694,0.60882354,0.7095707654953003,0.5068493,256,0.36,100,16,24,binary_crossentropy,5.05,8,nadam,1,1,None
100,0.5071289146647734,0.7735294,0.6856049062454537,0.6164383,64,0.24,100,8,24,binary_crossentropy,3.0700000000000003,8,nadam,1,1,None
100,0.3758157193660736,0.8352941,0.7405177507906744,0.6232877,16,0.2,100,24,8,binary_crossentropy,2.08,24,nadam,2,1,None
100,0.4841940353898441,0.7852941,0.6742457633149134,0.6369863,128,0.2,100,8,8,binary_crossentropy,4.0600000000000005,16,adam,2,1,None
100,0.44503680677974927,0.8117647,0.7415140867233276,0.60958904,256,0.04,100,24,16,binary_crossentropy,5.05,24,adam,2,2,None
100,0.4527519001680262,0.81764704,0.7370044842158279,0.5958904,64,0.28,100,16,8,binary_crossentropy,6.04,8,adam,1,2,None
100,0.5055673283689163,0.7735294,0.7067243277210079,0.6369863,128,0.12,100,16,8,binary_crossentropy,7.03,16,adam,1,2,None
100,0.5209506175097297,0.7441176,0.6889317631721497,0.6164383,256,0.04,100,8,16,binary_crossentropy,1.09,24,adam,2,1,None
100,0.625993391345529,0.67941177,0.6830675863239863,0.5410959,64,0.32,100,8,24,binary_crossentropy,1.09,8,nadam,2,2,None
100,0.4723998104824739,0.8088235,0.7037840550892973,0.60273975,64,0.28,100,24,16,binary_crossentropy,0.1,8,nadam,1,2,None
100,0.5955879092216492,0.69411767,0.7122617363929749,0.55479455,256,0.08,100,8,24,binary_crossentropy,8.020000000000001,8,adam,1,2,None
100,0.5132856228772331,0.7970588,0.6907546046662004,0.60958904,128,0.32,100,16,24,binary_crossentropy,0.1,8,adam,1,2,None
100,0.6644869720234591,0.55,0.7239670157432556,0.5068493,256,0.28,100,16,24,binary_crossentropy,8.020000000000001,24,nadam,2,2,None
100,0.4904993302681867,0.7823529,0.7131390820627344,0.6232877,64,0.36,100,8,24,binary_crossentropy,8.020000000000001,16,nadam,1,2,None
100,0.594610687564401,0.6911765,0.6876574754714966,0.5958904,256,0.2,100,16,24,binary_crossentropy,6.04,8,nadam,1,1,None
100,0.463234677735497,0.8117647,0.676014485424512,0.6232877,64,0.16,100,8,24,binary_crossentropy,2.08,8,nadam,2,2,None
100,0.5233044757562525,0.7588235,0.698824306873426,0.60273975,128,0.24,100,8,8,binary_crossentropy,5.05,16,adam,1,1,None
100,0.522536100359524,0.7617647,0.6999076441542743,0.60958904,128,0.04,100,16,8,binary_crossentropy,8.020000000000001,16,nadam,1,2,None
100,0.673209285736084,0.59411764,0.6981984972953796,0.51369864,256,0.28,100,16,16,binary_crossentropy,2.08,8,nadam,2,1,None
100,0.473494510790881,0.7558824,0.7272907903749649,0.6232877,64,0.16,100,8,16,binary_crossentropy,7.03,24,adam,1,1,None
100,0.5007347447030684,0.7617647,0.7012102693727572,0.60273975,128,0.32,100,8,16,binary_crossentropy,5.05,8,adam,2,2,None
100,0.42144458118607014,0.8088235,0.7342590754979277,0.6164383,64,0.12,100,16,24,binary_crossentropy,3.0700000000000003,24,adam,2,1,None
