round_epochs,loss,acc,val_loss,val_acc,activation,batch_size,dropout,epochs,hidden_size,last_activation,loss,lr,optimizer
100,7.84498405456543,0.48554912209510803,0.0,0.0,sigmoid,128,0.2800000000000001,100,30,softmax,binary_crossentropy,0.1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>
100,0.6927021741867065,0.5144508481025696,0.0,0.0,softmax,64,0.16000000000000003,100,30,sigmoid,binary_crossentropy,5.0166666666666675,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>
100,0.6928498148918152,0.5144508481025696,0.0,0.0,softmax,128,0.16000000000000003,100,30,relu,binary_crossentropy,2.066666666666667,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>
100,7.84498405456543,0.48554912209510803,0.0,0.0,relu,128,0.1,100,30,softmax,binary_crossentropy,1.0833333333333335,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>
100,7.84498405456543,0.48554912209510803,0.0,0.0,relu,256,0.1,100,30,relu,binary_crossentropy,5.0166666666666675,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>
100,0.6440384984016418,0.6069363951683044,0.0,0.0,softmax,128,0.1,100,34,relu,binary_crossentropy,3.0500000000000007,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>
100,7.84498405456543,0.48554912209510803,0.0,0.0,softmax,256,0.16000000000000003,100,20,softmax,binary_crossentropy,0.1,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>
100,0.34725913405418396,0.8651252388954163,0.0,0.0,sigmoid,64,0.16000000000000003,100,34,sigmoid,binary_crossentropy,2.066666666666667,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>
100,0.5652668476104736,0.69749516248703,0.0,0.0,relu,128,0.16000000000000003,100,34,sigmoid,binary_crossentropy,3.0500000000000007,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>
100,0.6431180834770203,0.5973024964332581,0.0,0.0,softmax,256,0.22000000000000006,100,24,relu,binary_crossentropy,1.0833333333333335,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>
100,7.84498405456543,0.48554912209510803,0.0,0.0,sigmoid,64,0.2800000000000001,100,34,softmax,binary_crossentropy,0.1,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>
