round_epochs,loss,acc,val_loss,val_acc,batch_size,dropout,epochs,filters,ker_size,loss,lr,lstm_out_size,optimizer,pool_size,strides,weight_regulizer
100,0.5239939381094539,0.7323529,0.67454545791835,0.6232877,128,0.12,100,16,16,binary_crossentropy,4.0600000000000005,16,adam,2,2,None
100,0.5729331661673153,0.68235296,0.6751852811199345,0.5890411,128,0.04,100,24,24,binary_crossentropy,9.01,8,nadam,2,2,None
100,0.591472494952819,0.6882353,0.7481055227044511,0.55479455,64,0.04,100,16,8,binary_crossentropy,2.08,24,nadam,1,2,None
100,0.5448146020664888,0.7352941,0.7816825713196845,0.60273975,16,0.16,100,8,16,binary_crossentropy,0.1,24,adam,2,1,None
100,0.5245466554866117,0.7676471,0.6288037324604923,0.65753424,64,0.24,100,8,16,binary_crossentropy,2.08,24,adam,2,1,None
100,0.577286168757607,0.7058824,0.7340287264079264,0.58219177,16,0.24,100,8,8,binary_crossentropy,5.05,16,adam,1,1,None
100,0.5505151082487667,0.7264706,0.6568142490027702,0.63013697,16,0.08,100,16,8,binary_crossentropy,2.08,8,nadam,1,2,None
100,0.6403179358033573,0.64411765,0.6963914498074414,0.56164384,16,0.12,100,24,8,binary_crossentropy,1.09,24,nadam,1,1,None
100,0.5385377831318799,0.7411765,0.6581249424856003,0.65753424,16,0.08,100,8,8,binary_crossentropy,6.04,24,nadam,1,2,None
100,0.644127027427449,0.60882354,0.7407666444778442,0.46575344,256,0.24,100,8,24,binary_crossentropy,0.1,16,adam,1,1,None
100,0.48779299048816455,0.7647059,0.7360358613811128,0.6232877,16,0.04,100,8,24,binary_crossentropy,0.1,24,nadam,1,1,None
100,0.5247875914854162,0.7323529,0.6841606065018536,0.65753424,16,0.0,100,16,24,binary_crossentropy,2.08,16,nadam,1,1,None
100,0.5580307574833141,0.7264706,0.7351726963095468,0.51369864,64,0.04,100,24,8,binary_crossentropy,6.04,24,nadam,1,2,None
100,0.5527442076626946,0.7235294,0.6820350885391235,0.6232877,256,0.0,100,8,16,binary_crossentropy,6.04,16,adam,1,2,None
100,0.5803286204443259,0.67058825,0.6929526133080052,0.60273975,16,0.12,100,16,16,binary_crossentropy,3.0700000000000003,24,nadam,1,1,None
100,0.6544368295108571,0.63529414,0.6930332779884338,0.55479455,256,0.0,100,16,16,binary_crossentropy,4.0600000000000005,24,nadam,1,1,None
100,0.5040477195206811,0.7764706,0.667402005358918,0.65753424,16,0.2,100,8,24,binary_crossentropy,1.09,8,nadam,2,2,None
100,0.5662814806489384,0.7176471,0.7067446708679199,0.5890411,256,0.08,100,16,24,binary_crossentropy,0.1,8,nadam,2,2,None
100,0.49734889899983126,0.7647059,0.680165997923237,0.6438356,64,0.0,100,24,16,binary_crossentropy,2.08,8,nadam,1,2,None
100,0.521306842916152,0.7411765,0.7313044316148105,0.60273975,16,0.32,100,8,16,binary_crossentropy,3.0700000000000003,16,adam,2,2,None
100,0.611506681582507,0.6970588,0.684553861618042,0.58219177,256,0.24,100,24,8,binary_crossentropy,2.08,8,nadam,2,2,None
100,0.530190229065278,0.7088235,0.6941307897437109,0.6438356,64,0.0,100,16,16,binary_crossentropy,3.0700000000000003,24,nadam,2,2,None
100,0.6056546996621525,0.67941177,0.651179990539812,0.6232877,16,0.24,100,24,8,binary_crossentropy,3.0700000000000003,8,adam,1,1,None
100,0.6651163318577935,0.61470586,0.6957944631576538,0.56164384,256,0.0,100,16,16,binary_crossentropy,1.09,8,nadam,2,1,None
100,0.5432965608204112,0.7382353,0.7185725847335711,0.5890411,64,0.08,100,8,16,binary_crossentropy,6.04,8,adam,1,1,None
100,0.5111043519833509,0.7558824,0.7122183956512033,0.6232877,64,0.16,100,16,24,binary_crossentropy,3.0700000000000003,24,adam,2,1,None
100,0.6031300397480235,0.68235296,0.7038043141365051,0.60273975,256,0.24,100,24,16,binary_crossentropy,7.03,16,nadam,2,1,None
100,0.5366006023743574,0.7411765,0.6634576410463412,0.63013697,128,0.04,100,16,24,binary_crossentropy,0.1,24,adam,1,2,None
100,0.5320662821040434,0.7529412,0.725572943687439,0.5958904,256,0.04,100,16,8,binary_crossentropy,7.03,24,adam,2,2,None
100,0.5344616889953613,0.7235294,0.7511184093070357,0.58219177,64,0.16,100,24,24,binary_crossentropy,9.01,16,nadam,1,1,None
100,0.5311643369057599,0.7558824,0.7463402813428068,0.5753425,16,0.2,100,8,24,binary_crossentropy,5.05,16,adam,1,2,None
100,0.4933690947644851,0.7441176,0.6937336350140506,0.6369863,16,0.16,100,16,16,binary_crossentropy,4.0600000000000005,24,nadam,2,2,None
100,0.6008981045554666,0.6882353,0.7652410015667954,0.53424656,64,0.04,100,8,8,binary_crossentropy,3.0700000000000003,16,adam,1,1,None
100,0.6046509630539838,0.6764706,0.6860318779945374,0.5958904,256,0.32,100,24,8,binary_crossentropy,3.0700000000000003,8,adam,1,1,None
100,0.5229544571217368,0.7558824,0.6891504901729218,0.63013697,16,0.0,100,16,24,binary_crossentropy,0.1,24,adam,1,2,None
100,0.5831394721479977,0.7088235,0.7166154866349207,0.5684931,128,0.0,100,24,8,binary_crossentropy,1.09,16,adam,1,1,None
100,0.5241531491279602,0.7529412,0.6686673539958589,0.6438356,16,0.2,100,16,8,binary_crossentropy,5.05,16,adam,2,2,None
100,0.5610344900804407,0.7264706,0.7135657668113708,0.58219177,256,0.24,100,8,24,binary_crossentropy,8.020000000000001,16,adam,2,2,None
100,0.6341965268639957,0.62352943,0.6555850505828857,0.63013697,256,0.32,100,24,16,binary_crossentropy,5.05,8,adam,1,1,None
100,0.5834930258638719,0.7058824,0.6972953081130981,0.6369863,256,0.24,100,24,8,binary_crossentropy,1.09,8,nadam,1,2,None
100,0.5083991948296042,0.7735294,0.6798751052111796,0.6232877,64,0.12,100,16,24,binary_crossentropy,2.08,8,adam,2,2,None
100,0.5530240956474753,0.7294118,0.6161423309208596,0.65753424,64,0.36,100,24,24,binary_crossentropy,0.1,16,nadam,1,1,None
