round_epochs,loss,acc,val_loss,val_acc,batch_size,dropout,epochs,filters,ker_size,loss,lr,lstm_out_size,optimizer,pool_size,strides,weight_regulizer
100,0.38722114878542285,0.8235294,0.7760821433916484,0.65753424,128,0.24,100,16,24,binary_crossentropy,6.04,24,nadam,1,2,None
100,0.4540588575250962,0.7705882,0.652437150478363,0.6712329,256,0.24,100,24,8,binary_crossentropy,2.08,24,adam,2,2,None
100,0.43567490051774416,0.7882353,0.6823871454147443,0.6369863,64,0.36,100,8,16,binary_crossentropy,9.01,16,adam,2,2,None
100,0.43124386037097256,0.83235294,0.6266999073224525,0.6849315,128,0.28,100,24,8,binary_crossentropy,7.03,8,adam,2,2,None
100,0.4777798603562748,0.8,0.674213365332721,0.65068495,128,0.2,100,16,16,binary_crossentropy,0.1,8,adam,1,2,None
100,0.24571523491074057,0.89411765,0.872412824059186,0.6438356,16,0.2,100,24,8,binary_crossentropy,7.03,24,nadam,2,2,None
100,0.4776640180279227,0.7794118,0.633609756214978,0.6643836,128,0.24,100,16,8,binary_crossentropy,0.1,16,adam,2,2,None
100,0.4714761509614832,0.8117647,0.6509043631488329,0.67808217,128,0.16,100,16,8,binary_crossentropy,4.0600000000000005,8,nadam,2,1,None
100,0.369439636258518,0.84117645,0.6683075334111305,0.6438356,64,0.08,100,24,24,binary_crossentropy,1.09,8,nadam,1,2,None
100,0.5069418458377614,0.7588235,0.6466502645244337,0.6712329,128,0.12,100,8,16,binary_crossentropy,7.03,8,adam,2,1,None
100,0.5330133564331953,0.75,0.6318049430847168,0.6164383,256,0.08,100,8,24,binary_crossentropy,4.0600000000000005,24,adam,2,2,None
100,0.5135082777808694,0.7647059,0.6557080860007299,0.65068495,128,0.16,100,8,8,binary_crossentropy,2.08,16,nadam,1,1,None
100,0.4338823073050555,0.82058823,0.6429046857846926,0.6849315,64,0.24,100,8,24,binary_crossentropy,5.05,8,adam,2,1,None
100,0.5060180369545432,0.7676471,0.6020159721374512,0.6643836,256,0.32,100,8,16,binary_crossentropy,7.03,16,nadam,2,2,None
100,0.6076797814930186,0.69411767,0.6504573299460215,0.6438356,128,0.28,100,16,8,binary_crossentropy,6.04,16,nadam,1,1,None
100,0.4630273717291215,0.7911765,0.6738412976264954,0.67808217,256,0.2,100,24,16,binary_crossentropy,6.04,24,nadam,1,1,None
100,0.4645344653550316,0.8,0.6938817272447559,0.6438356,128,0.0,100,16,8,binary_crossentropy,6.04,16,adam,1,2,None
